Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_0,Embarked_1,Embarked_2
0.0,1.0,0.31280560327738866,0.125,0.0,0.11711220051482524,0.0,0.0,1.0
1.0,1.0,0.5242500330381922,0.125,0.5555555555555556,0.06126431989431795,0.0,0.0,1.0
0.5,1.0,0.5242500330381922,0.0,0.0,0.025374310111545468,0.0,0.0,1.0
1.0,1.0,0.5044271177481169,0.0,0.0,0.014151057562208049,0.0,0.0,1.0
1.0,1.0,0.22029866525703715,0.25,0.0,0.015712553569072387,0.0,0.0,1.0
1.0,0.0,0.2863750495572882,0.0,0.0,0.01749363495190202,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.125,0.0,0.031425107138144774,0.0,0.0,1.0
0.0,0.0,0.7885555702391965,0.0,0.0,0.14891148113361488,1.0,0.0,0.0
1.0,1.0,0.39209726443768994,0.125,0.1111111111111111,0.028302115124416098,0.0,0.0,1.0
1.0,1.0,0.25994449583718776,0.0,0.0,0.015330377421392339,0.0,0.0,1.0
0.0,1.0,0.3524514338575393,0.125,0.0,0.26697521827762305,1.0,0.0,0.0
1.0,1.0,0.1145764503766354,0.0,0.1111111111111111,0.0061889894232067975,0.0,0.0,1.0
1.0,0.0,0.4846042024580415,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
1.0,0.0,0.39209726443768994,0.0,0.0,0.015094396337354966,0.0,1.0,0.0
0.5,1.0,0.3656667107175895,0.0,0.0,0.020494635090094415,0.0,0.0,1.0
0.0,1.0,0.39209726443768994,0.0,0.0,0.050748620223090936,0.0,0.0,1.0
0.5,0.0,0.31280560327738866,0.125,0.2222222222222222,0.12687155055772734,0.0,0.0,1.0
0.0,1.0,0.696048632218845,0.125,0.1111111111111111,0.15977676072337862,0.0,0.0,1.0
0.0,0.0,0.7621250165190961,0.0,0.1111111111111111,1.0,1.0,0.0,0.0
1.0,1.0,0.3656667107175895,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
0.0,1.0,0.7224791859389454,0.125,0.1111111111111111,0.18249984580226933,0.0,0.0,1.0
0.5,1.0,0.39209726443768994,0.125,0.1111111111111111,0.050748620223090936,0.0,0.0,1.0
1.0,1.0,0.4185278181577904,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.015411575213749286,1.0,0.0,0.0
1.0,0.0,0.39209726443768994,0.125,0.0,0.030351578633425542,0.0,0.0,1.0
1.0,1.0,0.4317430950178406,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
0.0,1.0,0.6431875247786442,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.23351394211708737,0.0,0.0,0.015712553569072387,0.0,0.0,1.0
0.5,0.0,0.629972247918594,0.0,0.2222222222222222,0.07173122281533045,0.0,0.0,1.0
1.0,0.0,0.49781947931809173,0.5,0.2222222222222222,0.015175789316712771,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.125,0.0,0.015126992566498259,0.0,1.0,0.0
1.0,1.0,0.39209726443768994,0.125,0.1111111111111111,0.04364049521284362,1.0,0.0,0.0
0.0,1.0,0.7224791859389454,0.125,0.0,0.11594107850967697,1.0,0.0,0.0
1.0,0.0,0.39209726443768994,1.0,0.2222222222222222,0.13575255909676825,0.0,0.0,1.0
1.0,1.0,0.273159772697238,0.0,0.0,0.015411575213749286,0.0,0.0,1.0
1.0,1.0,0.273159772697238,0.0,0.0,0.015265184963105752,0.0,1.0,0.0
0.0,1.0,0.6035416941984935,0.0,0.0,0.1468620176246054,1.0,0.0,0.0
0.5,1.0,0.31280560327738866,0.0,0.0,0.026350245115835676,0.0,0.0,1.0
1.0,1.0,0.39209726443768994,0.0,0.0,0.015126992566498259,0.0,1.0,0.0
