season,holiday,workingday,weather,temp,humidity,windspeed
1,0,1,1,4.1,74,11.0014
4,0,1,1,12.3,42,16.9979
4,0,1,1,13.12,70,16.9979
3,0,1,1,35.26,30,22.0028
4,0,1,2,26.24,38,12.998
4,0,1,1,14.76,43,16.9979
2,0,1,1,18.86,41,19.0012
4,0,1,2,14.76,71,15.0013
4,0,1,2,20.5,72,15.0013
1,0,1,1,13.94,42,16.9979
3,0,1,2,25.42,100,11.0014
2,0,1,1,15.58,62,15.0013
3,0,1,2,30.34,62,6.0032
3,0,1,1,21.32,68,19.0012
3,0,1,1,35.26,36,16.9979
1,0,1,2,5.74,63,8.9981
1,0,1,2,8.2,51,7.0015
1,0,1,2,6.56,55,0.0
3,0,1,1,31.98,49,8.9981
2,0,1,1,27.88,36,27.9993
1,0,1,1,25.42,35,7.0015
1,0,1,2,7.38,37,22.0028
1,0,0,1,22.14,45,8.9981
1,0,0,2,10.66,70,12.998
2,0,1,2,20.5,72,12.998
4,0,1,1,12.3,49,7.0015
4,0,1,1,13.94,46,15.0013
1,0,1,1,10.66,44,23.9994
3,0,1,2,27.88,83,12.998
1,0,1,1,18.86,31,26.0027
3,0,1,1,30.34,51,12.998
2,0,1,1,24.6,73,6.0032
3,0,1,1,30.34,70,15.0013
4,0,1,1,14.76,29,26.0027
4,0,1,1,18.04,77,11.0014
4,0,0,1,9.84,87,0.0
1,0,1,1,8.2,44,16.9979
1,0,1,1,21.32,23,16.9979
3,0,1,1,32.8,46,23.9994
1,0,1,1,9.84,52,19.0012
2,0,0,1,28.7,79,7.0015
4,0,1,1,16.4,24,27.9993
2,0,1,1,22.96,64,23.9994
4,0,0,2,14.76,93,0.0
1,0,1,2,12.3,70,11.0014
4,0,1,2,25.42,88,0.0
2,0,1,3,22.96,88,0.0
4,0,1,1,8.2,72,7.0015
2,0,1,2,22.96,88,19.0012
1,1,0,2,6.56,47,15.0013
2,0,1,2,22.96,88,0.0
1,0,1,1,28.7,37,22.0028
2,0,1,1,24.6,40,30.0026
1,1,0,1,9.84,41,15.0013
1,0,1,3,11.48,93,11.0014
3,0,1,1,22.96,88,0.0
4,0,1,1,23.78,53,16.9979
2,0,1,1,22.96,30,0.0
1,0,1,1,14.76,50,8.9981
2,0,1,1,22.14,28,15.0013
2,0,0,1,22.14,49,12.998
3,0,1,1,29.52,39,15.0013
2,0,1,1,30.34,58,8.9981
4,0,1,2,25.42,83,11.0014
4,0,0,3,14.76,93,11.0014
1,1,0,2,7.38,43,12.998
2,0,0,1,21.32,77,8.9981
3,0,1,1,18.04,67,19.0012
4,0,1,3,25.42,94,7.0015
4,0,0,1,18.04,62,12.998
1,0,1,2,16.4,76,16.9979
3,0,1,1,27.88,83,6.0032
1,0,1,1,4.92,54,7.0015
4,0,1,1,21.32,83,0.0
1,0,1,1,23.78,32,16.9979
2,0,1,1,13.94,76,12.998
3,0,1,1,30.34,66,0.0
4,0,1,1,20.5,48,6.0032
2,0,1,1,22.96,37,27.9993
3,0,1,1,33.62,52,19.0012
4,0,1,3,24.6,94,6.0032
4,0,1,2,14.76,57,12.998
4,0,1,1,22.96,37,31.0009
4,0,0,2,14.76,100,7.0015
2,0,1,3,29.52,66,19.0012
4,0,0,3,17.22,67,16.9979
1,0,1,1,11.48,75,0.0
1,0,0,1,5.74,50,8.9981
4,0,1,2,24.6,73,11.0014
2,0,0,1,28.7,65,11.0014
2,0,1,2,26.24,89,12.998
3,0,1,2,28.7,58,16.9979
1,0,0,2,12.3,49,16.9979
3,0,0,2,18.86,77,12.998
1,0,1,1,8.2,59,0.0
4,0,1,2,18.86,88,6.0032
1,0,0,1,18.04,51,19.0012
3,0,1,1,33.62,41,0.0
2,0,1,1,26.24,47,7.0015
3,0,1,2,21.32,77,8.9981
1,0,1,1,16.4,43,23.9994
1,0,1,1,11.48,70,7.0015
4,0,0,1,12.3,81,6.0032
2,0,1,1,18.04,94,0.0
1,0,1,1,18.04,44,27.9993
2,0,0,2,21.32,94,6.0032
2,0,1,3,13.94,87,11.0014
4,0,0,1,8.2,47,11.0014
2,0,1,2,24.6,83,0.0
1,0,1,1,4.92,42,19.9995
1,0,0,3,6.56,93,7.0015
4,0,0,1,13.12,81,11.0014
1,0,1,2,8.2,47,8.9981
2,0,1,1,16.4,43,8.9981
4,0,1,1,22.96,94,12.998
2,0,1,1,20.5,51,12.998
3,0,0,3,32.8,49,56.9969
3,0,1,1,30.34,58,0.0
1,0,1,3,19.68,77,27.9993
2,0,1,2,21.32,83,8.9981
4,0,1,1,13.94,87,7.0015
4,0,1,2,14.76,66,19.9995
2,0,1,1,24.6,31,26.0027
4,0,0,2,14.76,62,8.9981
1,1,0,1,10.66,60,19.0012
1,0,1,1,4.92,54,0.0
1,0,1,2,13.94,42,16.9979
4,0,0,1,16.4,58,7.0015
4,0,1,2,14.76,100,0.0
4,0,0,1,15.58,71,6.0032
1,0,1,1,8.2,80,8.9981
1,0,0,1,12.3,49,22.0028
4,0,0,2,10.66,52,19.0012
3,0,0,2,31.98,55,12.998
4,0,1,2,11.48,93,0.0
4,0,0,3,14.76,93,15.0013
3,0,1,1,26.24,33,6.0032
1,0,1,2,5.74,86,11.0014
1,0,1,2,18.86,59,11.0014
3,1,0,1,33.62,41,0.0
1,0,0,1,18.04,44,11.0014
4,0,1,1,13.94,31,8.9981
2,0,1,1,25.42,41,15.0013
3,0,0,1,26.24,69,0.0
3,0,0,3,24.6,88,32.9975
2,0,0,2,15.58,82,8.9981
1,0,0,2,6.56,59,6.0032
2,0,0,2,24.6,73,16.9979
3,0,1,2,20.5,63,0.0
3,0,1,1,27.88,65,7.0015
1,0,1,2,9.02,87,7.0015
3,0,1,2,22.96,73,12.998
2,0,1,1,27.88,89,12.998
4,0,0,1,8.2,69,0.0
3,0,0,1,39.36,36,11.0014
4,0,1,2,21.32,48,16.9979
4,0,1,1,20.5,59,19.0012
1,0,1,2,13.94,87,16.9979
1,0,0,1,18.04,16,39.0007
4,0,0,1,9.84,70,11.0014
4,0,0,1,10.66,56,12.998
4,0,1,1,13.12,53,23.9994
3,0,0,2,26.24,78,7.0015
1,0,0,2,8.2,40,7.0015
3,1,0,2,27.88,89,11.0014
1,0,1,1,22.96,56,7.0015
2,0,0,2,22.96,83,8.9981
3,0,0,2,27.06,89,11.0014
2,0,1,1,13.12,61,19.0012
4,0,1,2,12.3,56,15.0013
2,0,1,2,22.96,68,23.9994
2,0,1,1,29.52,51,15.0013
3,0,1,3,28.7,84,0.0
1,0,1,1,13.12,49,19.0012
4,0,1,1,18.86,38,19.9995
4,0,1,2,18.86,88,7.0015
3,0,1,3,26.24,94,7.0015
3,0,0,1,31.98,62,7.0015
4,0,1,1,14.76,93,0.0
2,0,1,1,22.14,56,11.0014
2,0,0,1,17.22,54,8.9981
4,0,0,1,13.94,87,7.0015
2,0,1,3,20.5,88,32.9975
4,0,1,2,13.94,71,19.9995
1,0,1,1,8.2,44,35.0008
1,0,1,1,5.74,31,6.0032
2,0,1,1,29.52,42,6.0032
4,0,1,1,17.22,71,6.0032
3,0,0,2,27.06,89,11.0014
3,0,1,1,33.62,46,12.998
1,0,1,1,10.66,70,12.998
3,1,0,1,32.8,46,0.0
4,0,1,1,12.3,87,0.0
4,0,1,2,18.04,88,11.0014
2,0,1,2,32.8,41,19.9995
2,0,1,1,29.52,62,11.0014
1,0,0,3,9.84,87,15.0013
4,0,1,1,16.4,35,16.9979
4,0,0,1,23.78,35,16.9979
3,0,1,1,29.52,70,6.0032
4,0,1,2,12.3,56,0.0
1,0,1,1,9.84,38,40.9973
3,0,1,1,19.68,67,6.0032
2,0,1,1,26.24,78,12.998
3,0,0,1,31.98,46,19.9995
2,0,0,2,27.06,78,8.9981
3,0,1,2,21.32,52,11.0014
1,0,0,2,13.12,39,16.9979
1,0,1,1,5.74,50,23.9994
3,0,0,1,29.52,30,19.0012
2,0,1,1,22.14,83,8.9981
3,0,1,3,24.6,94,12.998
3,0,1,1,36.9,31,11.0014
4,0,0,1,13.94,34,23.9994
2,0,1,1,20.5,22,31.0009
2,0,0,2,18.86,88,39.0007
4,0,1,3,14.76,87,11.0014
4,0,0,1,9.02,75,8.9981
3,0,0,3,24.6,88,32.9975
4,0,0,1,18.04,47,8.9981
4,0,1,3,12.3,56,16.9979
4,0,1,1,18.04,88,0.0
4,0,1,3,18.86,94,8.9981
2,0,1,2,24.6,53,23.9994
1,0,0,2,14.76,93,6.0032
4,0,0,1,17.22,77,19.0012
3,0,0,1,29.52,74,16.9979
4,0,1,2,21.32,94,6.0032
1,0,1,1,1.64,38,19.9995
4,0,1,1,12.3,87,6.0032
1,1,0,1,10.66,52,22.0028
2,0,1,1,21.32,94,6.0032
3,0,1,2,26.24,78,8.9981
4,0,1,1,14.76,76,8.9981
4,0,1,1,13.12,81,8.9981
1,0,0,1,4.1,39,30.0026
4,0,0,2,12.3,70,11.0014
1,1,0,1,10.66,56,19.0012
4,0,1,1,13.12,81,12.998
2,0,0,1,27.06,69,12.998
1,0,0,1,10.66,60,15.0013
2,0,1,1,15.58,66,16.9979
2,0,0,1,18.04,33,19.9995
3,0,1,1,29.52,66,0.0
1,0,1,3,9.84,87,7.0015
4,0,1,2,13.94,61,22.0028
1,0,1,1,6.56,47,15.0013
1,0,1,2,8.2,86,0.0
2,0,1,1,19.68,31,16.9979
4,0,0,1,8.2,59,0.0
4,0,1,1,9.84,60,7.0015
2,0,1,2,21.32,83,11.0014
4,1,0,1,13.12,57,22.0028
3,0,0,1,28.7,84,7.0015
2,0,1,1,23.78,60,8.9981
3,0,1,2,28.7,79,12.998
2,0,1,1,28.7,37,30.0026
3,1,0,1,30.34,66,11.0014
3,0,0,3,26.24,73,0.0
1,0,1,1,13.94,49,7.0015
2,0,0,1,30.34,33,6.0032
3,0,1,1,27.88,61,6.0032
3,0,1,2,32.8,52,12.998
2,0,1,1,23.78,53,8.9981
1,0,1,1,12.3,56,22.0028
4,0,0,1,11.48,46,11.0014
4,0,1,1,16.4,71,0.0
3,0,1,2,29.52,51,0.0
1,0,1,1,7.38,59,0.0
2,0,0,1,12.3,65,12.998
3,0,1,2,23.78,64,11.0014
1,0,1,2,5.74,43,16.9979
2,0,1,1,17.22,41,19.9995
1,0,1,1,9.02,55,16.9979
2,0,1,1,22.14,52,27.9993
3,0,1,2,24.6,69,27.9993
1,0,1,2,8.2,86,11.0014
4,1,0,1,13.94,81,12.998
4,0,1,2,13.94,42,0.0
1,0,0,1,9.84,81,8.9981
4,0,1,2,10.66,60,19.0012
3,0,1,2,24.6,88,12.998
3,0,1,1,29.52,74,19.9995
1,0,1,1,9.84,30,31.0009
2,0,1,1,27.88,51,7.0015
1,0,0,2,18.04,77,19.9995
1,0,1,2,8.2,69,0.0
2,0,1,1,28.7,58,11.0014
1,0,1,1,11.48,36,0.0
1,0,0,1,14.76,66,8.9981
2,0,1,1,21.32,20,23.9994
3,0,0,1,26.24,41,11.0014
1,0,0,1,23.78,37,19.9995
2,0,0,1,16.4,58,8.9981
1,0,1,1,18.86,94,15.0013
2,0,1,1,22.14,32,11.0014
4,0,1,1,13.12,66,12.998
2,0,1,1,13.94,66,15.0013
2,0,0,1,33.62,49,7.0015
2,0,1,2,22.14,45,12.998
4,0,1,1,25.42,57,16.9979
1,0,0,1,10.66,65,15.0013
2,0,1,2,28.7,61,0.0
1,0,0,1,12.3,36,32.9975
1,0,0,1,18.04,41,27.9993
2,0,0,3,21.32,83,11.0014
2,0,1,1,23.78,83,27.9993
1,0,0,2,9.84,93,7.0015
3,0,1,1,31.16,48,15.0013
3,0,0,1,28.7,70,19.0012
2,0,1,3,13.94,93,23.9994
1,0,1,2,15.58,76,22.0028
4,0,0,1,18.86,51,6.0032
1,0,1,1,13.94,49,15.0013
2,0,1,1,27.88,65,11.0014
1,0,1,1,18.86,63,30.0026
3,0,1,1,29.52,62,6.0032
2,0,1,1,22.96,88,12.998
3,0,1,1,30.34,66,11.0014
1,1,0,2,8.2,47,11.0014
1,0,0,1,18.86,33,27.9993
1,0,1,1,13.12,36,26.0027
3,0,1,1,28.7,84,0.0
1,0,1,1,20.5,51,16.9979
4,0,1,1,12.3,36,11.0014
1,0,1,1,5.74,33,19.9995
3,0,0,1,22.14,64,8.9981
1,0,0,1,4.92,80,0.0
3,0,1,3,27.06,89,16.9979
2,0,1,2,31.16,48,22.0028
1,0,1,1,18.04,72,19.0012
3,0,1,1,30.34,55,22.0028
2,0,1,2,21.32,88,11.0014
4,0,1,3,14.76,87,19.0012
4,0,1,1,10.66,56,19.9995
1,0,0,1,10.66,44,22.0028
3,0,1,1,24.6,78,7.0015
2,0,1,1,18.04,62,7.0015
1,0,1,1,0.82,44,12.998
4,0,1,2,22.96,83,8.9981
3,0,1,1,33.62,52,11.0014
3,0,1,2,20.5,51,19.0012
1,0,1,1,9.84,70,8.9981
4,0,1,1,14.76,50,11.0014
1,0,1,1,12.3,81,0.0
1,0,1,1,4.92,54,8.9981
4,0,0,2,17.22,71,0.0
4,0,1,1,21.32,63,0.0
3,0,0,1,32.8,46,19.9995
2,0,1,1,17.22,44,12.998
4,0,1,1,14.76,71,8.9981
1,0,1,1,7.38,37,35.0008
4,0,1,3,22.14,94,26.0027
1,0,1,1,15.58,54,7.0015
1,0,0,2,14.76,93,12.998
3,0,1,1,29.52,54,11.0014
2,0,1,2,20.5,51,26.0027
3,0,1,2,31.98,52,11.0014
3,0,0,1,22.14,64,0.0
1,0,1,2,12.3,70,12.998
3,0,1,3,22.14,88,19.9995
1,0,1,1,9.84,30,31.0009
4,0,1,1,16.4,43,19.0012
2,0,1,2,25.42,73,6.0032
4,0,1,1,15.58,87,0.0
1,0,0,2,17.22,94,11.0014
3,0,1,1,35.26,36,16.9979
3,0,1,1,27.88,65,8.9981
2,0,1,2,32.8,41,27.9993
4,0,1,1,18.04,67,12.998
4,0,0,2,18.04,54,16.9979
3,0,0,1,28.7,84,15.0013
4,0,1,1,20.5,77,6.0032
1,0,1,1,4.1,58,8.9981
4,0,1,2,22.14,100,7.0015
4,0,1,1,14.76,81,6.0032
3,0,1,2,31.16,66,7.0015
3,0,1,1,26.24,65,12.998
2,0,0,1,18.86,82,7.0015
3,0,0,1,27.06,61,0.0
2,0,1,2,26.24,57,12.998
3,0,1,1,29.52,54,12.998
1,0,1,1,17.22,38,16.9979
3,0,0,1,18.04,77,16.9979
2,0,1,1,14.76,71,7.0015
4,0,1,1,13.12,93,7.0015
2,0,0,2,22.14,56,12.998
4,0,1,1,9.02,44,11.0014
3,1,0,1,27.06,69,0.0
1,0,1,1,4.92,74,8.9981
2,0,0,1,28.7,54,0.0
1,0,0,1,10.66,41,12.998
1,0,1,1,12.3,52,31.0009
4,0,1,2,15.58,87,6.0032
1,0,1,1,6.56,43,35.0008
4,0,1,1,14.76,34,12.998
4,0,1,1,15.58,83,16.9979
1,0,1,3,9.02,75,11.0014
3,0,1,1,32.8,33,7.0015
3,0,1,1,32.8,41,8.9981
2,0,0,1,20.5,72,12.998
1,0,1,2,7.38,51,11.0014
1,0,1,1,8.2,44,6.0032
3,0,0,2,32.8,55,11.0014
3,0,0,1,31.16,45,19.0012
1,0,0,2,12.3,93,11.0014
4,0,1,3,13.12,66,22.0028
3,0,1,1,33.62,56,19.9995
1,0,1,3,12.3,45,19.9995
1,0,1,1,13.12,66,6.0032
1,0,1,1,22.14,37,30.0026
2,0,1,2,16.4,87,12.998
2,0,1,1,22.96,73,19.9995
2,0,0,1,18.86,77,12.998
2,0,0,2,20.5,82,7.0015
2,0,1,1,30.34,45,12.998
1,0,0,1,9.84,70,0.0
2,0,0,2,14.76,57,11.0014
3,0,0,1,32.8,49,23.9994
2,0,1,1,22.96,46,0.0
3,1,0,1,27.06,89,0.0
3,0,1,2,31.16,70,11.0014
2,0,0,1,24.6,56,8.9981
2,0,1,1,22.14,30,16.9979
4,0,0,2,15.58,82,7.0015
4,0,1,3,25.42,94,8.9981
1,0,1,2,22.96,49,30.0026
2,0,1,2,16.4,94,16.9979
3,0,0,1,29.52,66,15.0013
4,0,0,1,21.32,45,8.9981
2,0,1,1,36.9,42,0.0
2,0,1,2,21.32,59,8.9981
2,0,0,1,24.6,40,7.0015
4,0,1,2,16.4,82,0.0
4,0,0,1,8.2,69,7.0015
4,0,1,1,17.22,71,30.0026
4,0,0,2,10.66,93,16.9979
3,0,1,1,26.24,78,8.9981
1,0,1,1,8.2,47,0.0
4,0,1,1,19.68,48,0.0
4,0,1,1,9.84,60,12.998
1,0,1,1,15.58,46,12.998
1,0,1,1,18.04,72,11.0014
4,0,1,2,13.94,66,7.0015
3,0,1,1,29.52,62,0.0
1,0,1,2,10.66,93,7.0015
2,0,0,1,23.78,83,16.9979
1,0,1,2,8.2,40,7.0015
4,0,1,1,28.7,65,0.0
2,0,1,1,24.6,26,26.0027
3,0,0,1,30.34,74,7.0015
4,0,1,2,20.5,63,19.9995
2,0,1,2,22.14,94,6.0032
3,0,1,2,22.96,68,8.9981
2,0,1,1,24.6,43,6.0032
3,0,1,1,30.34,51,15.0013
3,0,1,2,29.52,54,27.9993
1,0,0,2,16.4,30,27.9993
1,0,1,3,16.4,82,6.0032
1,0,0,2,12.3,100,8.9981
1,0,1,1,13.94,53,12.998
1,0,1,2,9.84,87,11.0014
2,0,1,1,14.76,76,12.998
3,0,1,1,30.34,51,11.0014
2,0,1,1,32.8,55,16.9979
1,0,1,1,21.32,77,15.0013
4,0,1,2,13.94,53,19.9995
3,0,1,1,28.7,84,8.9981
4,0,0,1,26.24,44,12.998
4,0,1,1,13.12,33,0.0
4,0,1,1,13.12,87,0.0
3,0,1,1,16.4,71,16.9979
2,0,1,2,27.88,44,27.9993
1,0,1,1,10.66,52,30.0026
1,0,1,2,12.3,93,12.998
1,0,1,2,13.94,71,19.0012
2,0,1,2,20.5,72,15.0013
2,0,1,1,18.86,44,16.9979
1,0,1,1,17.22,47,31.0009
1,0,1,1,8.2,59,12.998
1,0,1,1,9.84,60,8.9981
3,0,1,2,27.88,89,6.0032
1,0,1,2,6.56,50,23.9994
1,0,1,1,16.4,43,16.9979
3,0,1,1,35.26,44,19.9995
3,0,1,1,31.98,43,12.998
2,0,1,1,22.96,83,7.0015
4,1,0,1,13.94,81,7.0015
2,0,1,1,18.86,59,7.0015
2,0,1,1,17.22,77,11.0014
2,0,1,1,31.16,48,16.9979
1,0,1,2,9.02,87,6.0032
3,0,1,1,29.52,42,15.0013
1,0,1,1,9.84,60,15.0013
3,0,0,1,27.06,78,12.998
1,0,1,1,16.4,54,19.0012
3,0,1,1,27.88,57,11.0014
4,0,1,2,21.32,52,22.0028
1,0,1,1,8.2,25,16.9979
3,0,0,1,33.62,63,0.0
2,0,1,1,21.32,27,27.9993
3,0,1,1,33.62,52,8.9981
3,0,0,1,37.72,37,15.0013
3,0,1,1,31.16,66,11.0014
4,0,1,2,13.12,53,8.9981
1,0,0,2,17.22,88,23.9994
4,0,1,1,18.04,88,6.0032
2,0,1,1,37.72,40,15.0013
1,0,0,1,12.3,28,32.9975
1,0,1,1,17.22,94,8.9981
3,0,0,1,24.6,88,0.0
1,0,1,1,13.12,43,11.0014
2,0,1,1,29.52,51,26.0027
4,0,1,1,18.04,41,22.0028
2,0,1,3,22.96,88,8.9981
2,0,1,1,21.32,77,11.0014
2,0,1,1,11.48,56,12.998
4,0,0,2,14.76,87,8.9981
4,0,0,1,18.86,82,0.0
1,0,1,1,13.94,46,43.9989
4,0,1,2,19.68,82,8.9981
4,0,1,1,8.2,75,12.998
4,0,1,2,16.4,62,27.9993
2,0,1,1,22.96,43,15.0013
2,0,1,2,28.7,58,15.0013
1,0,1,3,14.76,93,16.9979
1,0,1,2,5.74,46,16.9979
4,0,1,1,13.12,70,12.998
4,0,1,2,18.04,67,16.9979
1,0,0,1,10.66,81,7.0015
1,0,1,2,13.94,53,15.0013
2,0,1,1,18.86,36,8.9981
3,0,0,1,29.52,84,8.9981
2,0,0,1,23.78,49,8.9981
2,0,1,2,34.44,39,22.0028
2,0,1,1,13.94,36,27.9993
4,0,1,1,17.22,62,8.9981
2,0,1,2,27.06,74,19.0012
3,0,1,1,32.8,36,6.0032
2,0,1,1,27.06,89,8.9981
2,0,1,2,23.78,83,6.0032
1,0,1,2,9.84,85,7.0015
3,0,0,1,22.14,60,0.0
4,0,0,1,25.42,50,8.9981
1,0,0,1,18.04,54,19.9995
4,0,0,2,14.76,87,8.9981
2,0,0,2,20.5,88,8.9981
4,0,1,1,18.04,54,11.0014
2,0,0,3,20.5,88,31.0009
2,0,1,2,22.14,83,15.0013
4,0,0,1,14.76,57,6.0032
3,0,1,1,28.7,74,7.0015
1,0,1,1,17.22,38,19.9995
3,0,0,1,36.9,37,15.0013
1,0,0,3,17.22,100,30.0026
4,0,1,1,14.76,34,8.9981
2,0,1,1,21.32,77,6.0032
1,0,1,1,14.76,50,11.0014
4,0,0,1,14.76,81,6.0032
4,0,0,1,9.84,70,15.0013
2,0,1,1,19.68,55,16.9979
4,0,0,1,13.12,53,0.0
4,0,0,1,10.66,48,26.0027
2,0,1,1,31.16,22,35.0008
4,0,1,1,15.58,46,26.0027
4,0,1,1,18.86,55,0.0
1,0,1,2,10.66,52,0.0
1,0,0,1,10.66,41,0.0
1,0,0,2,18.86,82,11.0014
3,0,1,1,24.6,73,6.0032
1,0,0,2,18.04,67,16.9979
3,0,0,1,26.24,69,15.0013
2,0,1,1,17.22,47,19.9995
4,0,1,2,18.86,72,6.0032
4,0,0,3,14.76,81,6.0032
1,0,0,3,9.02,93,7.0015
3,0,0,1,27.88,57,0.0
4,0,0,1,10.66,87,7.0015
1,0,1,1,20.5,48,19.0012
2,0,1,1,34.44,44,8.9981
2,0,1,1,17.22,30,19.0012
1,0,1,1,8.2,47,27.9993
3,0,1,3,26.24,83,0.0
4,1,0,1,13.94,53,16.9979
1,0,0,1,13.94,42,23.9994
4,0,1,2,29.52,58,0.0
1,0,1,1,14.76,23,12.998
2,0,0,1,26.24,53,6.0032
3,0,1,2,29.52,74,0.0
1,0,1,1,25.42,38,43.9989
1,0,1,2,13.12,70,11.0014
3,0,0,3,26.24,89,0.0
4,0,1,1,22.14,37,23.9994
3,0,1,1,26.24,89,8.9981
2,0,1,2,29.52,58,12.998
3,0,1,1,35.26,41,8.9981
2,0,1,1,22.96,52,8.9981
1,0,1,1,13.12,33,19.9995
2,0,1,1,25.42,41,32.9975
4,0,0,2,15.58,87,12.998
2,0,1,1,22.14,68,6.0032
2,0,1,1,28.7,65,6.0032
1,0,1,1,9.84,35,12.998
4,0,1,2,15.58,43,19.9995
1,0,1,2,12.3,93,11.0014
1,1,0,1,9.84,35,0.0
2,0,0,1,26.24,50,0.0
3,0,1,1,34.44,49,19.0012
1,0,1,1,13.12,45,0.0
4,0,1,2,22.96,64,19.0012
1,0,1,2,13.94,42,35.0008
2,0,1,2,29.52,84,6.0032
3,0,1,1,31.16,52,12.998
2,0,1,1,27.06,61,12.998
2,0,1,2,17.22,77,0.0
2,0,1,2,27.06,50,12.998
1,0,1,2,9.84,70,15.0013
1,0,1,1,12.3,49,8.9981
2,0,1,2,16.4,100,19.9995
2,0,0,1,25.42,41,16.9979
1,0,1,1,5.74,50,8.9981
1,0,1,1,18.04,44,15.0013
2,0,0,1,20.5,34,26.0027
3,0,1,1,29.52,74,6.0032
2,0,1,2,22.96,94,12.998
4,0,1,3,25.42,94,0.0
4,0,1,1,14.76,81,0.0
3,0,1,1,16.4,71,19.0012
3,0,1,2,29.52,74,8.9981
2,0,1,1,32.8,55,15.0013
1,0,1,1,14.76,50,0.0
3,0,0,1,29.52,79,8.9981
1,0,1,1,13.12,39,0.0
1,0,0,2,10.66,65,19.0012
4,0,0,1,14.76,50,6.0032
3,0,0,1,18.86,82,11.0014
3,0,1,1,31.16,45,7.0015
2,0,0,1,30.34,55,8.9981
3,1,0,1,36.9,37,11.0014
2,0,1,2,24.6,73,12.998
3,0,1,1,30.34,66,12.998
3,0,1,1,33.62,43,7.0015
2,0,1,2,26.24,53,16.9979
1,0,1,2,13.12,62,0.0
3,0,0,1,27.06,78,15.0013
3,0,1,2,27.06,65,15.0013
4,0,0,1,15.58,62,15.0013
1,0,1,1,14.76,66,8.9981
2,0,0,1,26.24,38,16.9979
1,0,1,1,7.38,55,12.998
2,0,0,1,17.22,44,30.0026
4,0,1,1,13.12,53,16.9979
2,0,1,2,21.32,68,22.0028
2,0,1,2,13.12,49,19.9995
4,0,1,1,22.96,37,11.0014
4,0,1,2,21.32,88,7.0015
3,0,1,3,27.06,89,19.9995
1,0,0,2,18.86,94,22.0028
3,0,0,3,30.34,74,8.9981
2,0,1,2,22.14,88,16.9979
3,0,1,2,27.06,57,12.998
4,0,1,2,17.22,100,15.0013
1,0,1,1,24.6,35,19.0012
4,0,1,2,18.04,47,23.9994
3,0,0,1,33.62,52,30.0026
1,0,1,1,22.96,60,6.0032
4,0,1,1,22.96,56,19.9995
2,0,0,1,28.7,39,26.0027
4,1,0,1,11.48,45,22.0028
1,0,1,1,8.2,59,15.0013
1,0,1,1,9.02,64,6.0032
2,0,0,1,29.52,39,23.9994
2,0,1,1,25.42,41,12.998
2,0,1,2,9.84,93,16.9979
3,0,1,2,31.16,45,8.9981
3,0,1,2,29.52,74,0.0
2,0,0,2,21.32,100,0.0
3,0,1,1,28.7,74,16.9979
4,0,1,1,9.84,70,7.0015
1,0,0,2,13.94,93,12.998
3,0,1,1,31.16,55,0.0
3,0,1,1,22.14,60,23.9994
3,0,1,1,22.14,77,0.0
3,0,0,1,32.8,49,22.0028
1,0,1,1,8.2,44,16.9979
3,0,1,3,28.7,84,7.0015
3,0,0,1,27.06,54,15.0013
2,0,0,1,26.24,57,15.0013
1,0,0,1,21.32,27,19.9995
3,0,0,1,31.98,66,8.9981
3,0,1,1,33.62,46,11.0014
1,0,1,1,8.2,51,12.998
1,0,1,1,4.1,42,0.0
3,0,0,1,33.62,52,11.0014
4,0,0,1,9.84,56,16.9979
4,0,1,1,18.04,77,0.0
4,0,0,1,21.32,77,0.0
1,0,0,3,4.1,68,26.0027
4,1,0,1,14.76,37,27.9993
2,0,1,2,19.68,77,35.0008
4,0,0,2,12.3,87,6.0032
1,0,1,1,20.5,42,12.998
1,0,1,1,11.48,36,11.0014
2,0,1,2,13.94,49,22.0028
2,0,0,1,14.76,71,11.0014
4,0,1,1,17.22,62,12.998
4,0,0,1,22.96,83,11.0014
4,0,0,1,25.42,35,0.0
3,0,1,1,26.24,83,7.0015
2,0,1,1,30.34,56,8.9981
2,0,0,1,23.78,64,7.0015
1,0,1,2,25.42,43,43.0006
2,0,1,1,21.32,55,7.0015
3,0,1,1,31.16,75,12.998
1,0,1,1,10.66,65,8.9981
2,0,1,1,28.7,54,8.9981
4,0,1,2,20.5,88,7.0015
2,0,1,1,24.6,33,27.9993
2,0,1,1,19.68,63,16.9979
4,0,1,2,18.86,59,32.9975
4,0,1,1,13.12,61,8.9981
4,0,0,1,18.86,88,6.0032
3,0,1,1,30.34,70,12.998
1,0,1,1,21.32,23,19.9995
1,0,0,1,18.04,44,27.9993
2,1,0,1,23.78,68,12.998
3,0,1,1,26.24,61,11.0014
4,0,0,1,17.22,38,12.998
1,0,1,1,17.22,62,15.0013
1,0,1,1,17.22,77,11.0014
3,0,0,1,26.24,83,6.0032
3,0,1,1,31.16,52,7.0015
2,0,1,1,15.58,66,19.0012
3,0,1,1,32.8,43,12.998
1,0,0,1,4.92,36,26.0027
1,0,1,2,9.84,70,11.0014
3,0,0,1,34.44,59,12.998
2,0,1,1,28.7,61,12.998
2,0,1,1,15.58,43,19.0012
2,0,0,2,20.5,88,8.9981
3,0,1,1,31.98,55,15.0013
4,0,1,2,14.76,81,12.998
3,0,1,2,27.88,79,7.0015
3,0,1,1,29.52,74,19.0012
